MinFreq Subtype Gene Syn MeanDivPerSitePerDay SEDivPerSitePerDay Type Scale
0.01 H3N2 3-PA Stop 9.00332842001326e-06 5.18048141034854e-06 Y-0.01 chronic
0.01 H3N2 4-HA NS -2.86374955612579e-06 3.90602095240594e-06 Y-0.01 chronic
0.01 H3N2 4-HA S 3.20271692433169e-05 1.05194393179139e-05 Y-0.01 chronic
0.01 H3N2 4-HA Stop 9.27951463923077e-06 5.33939792518659e-06 Y-0.01 chronic
0.01 H3N2 5-NP NS 1.08191339339307e-07 3.9075725081925e-06 Y-0.01 chronic
0.01 H3N2 5-NP S 2.13344370313497e-05 3.73572094504551e-05 Y-0.01 chronic
0.01 H3N2 5-NP Stop 0 0 Y-0.01 chronic
0.01 H3N2 6-NA NS 3.12615885269065e-05 9.30846607852584e-06 Y-0.01 chronic
0.01 H3N2 6-NA S 4.46706068296782e-06 3.82057067333055e-06 Y-0.01 chronic
0.01 H3N2 6-NA Stop -2.01137584305366e-06 2.95548681404483e-06 Y-0.01 chronic
0.01 H3N2 7-M1 NS 6.71264247703514e-06 3.5884382209065e-06 Y-0.01 chronic
0.01 H3N2 7-M1 S 3.426322499438e-06 1.98740020645463e-06 Y-0.01 chronic
0.01 H3N2 7-M1 Stop 0 0 Y-0.01 chronic
0.01 H3N2 7-M2 NS 4.81416937780109e-07 4.52518146085536e-07 Y-0.01 chronic
0.01 H3N2 7-M2 S 0 0 Y-0.01 chronic
0.01 H3N2 7-M2 Stop 0 0 Y-0.01 chronic
0.01 H3N2 8-NEP NS 2.92174931410017e-06 2.45357011932904e-05 Y-0.01 chronic
0.01 H3N2 8-NEP S 1.63657826024884e-06 3.38104666317951e-06 Y-0.01 chronic
0.01 H3N2 8-NEP Stop 0 0 Y-0.01 chronic
0.01 H3N2 8-NS1 NS 3.55019506941336e-06 1.53096461702178e-05 Y-0.01 chronic
0.01 H3N2 8-NS1 S 7.13122104584193e-06 3.55349899668449e-06 Y-0.01 chronic
0.01 H3N2 8-NS1 Stop 9.40871284074137e-06 5.41373808584187e-06 Y-0.01 chronic
0.01 H3N2 1-PB2 NS -1.71709687754781e-06 1.16048671418837e-06 Z-0.01 chronic
0.01 H3N2 1-PB2 S 2.90996193535101e-05 6.58842223293856e-06 Z-0.01 chronic
0.01 H3N2 1-PB2 Stop 0 0 Z-0.01 chronic
0.01 H3N2 2-PB1 NS 1.8661477180957e-06 1.96745209395353e-06 Z-0.01 chronic
0.01 H3N2 2-PB1 S 2.07181386951688e-05 1.07323361544891e-05 Z-0.01 chronic
0.01 H3N2 2-PB1 Stop -1.96409280915909e-06 1.26122546130557e-06 Z-0.01 chronic
0.01 H3N2 3-PA NS 3.99735298432962e-05 5.09152194446708e-06 Z-0.01 chronic
0.01 H3N2 3-PA S 3.48993675102578e-06 3.91176195095686e-06 Z-0.01 chronic
0.01 H3N2 3-PA Stop 0 0 Z-0.01 chronic
0.01 H3N2 4-HA NS 2.19220130603162e-05 6.72689265733557e-06 Z-0.01 chronic
0.01 H3N2 4-HA S 6.99836010238786e-05 2.1324310699609e-05 Z-0.01 chronic
0.01 H3N2 4-HA Stop 0 0 Z-0.01 chronic
0.01 H3N2 5-NP NS 1.22541407584656e-05 3.98893727988513e-06 Z-0.01 chronic
0.01 H3N2 5-NP S -4.40941291340582e-06 7.29287857206076e-06 Z-0.01 chronic
0.01 H3N2 5-NP Stop 0 0 Z-0.01 chronic
0.01 H3N2 6-NA NS 4.43749994045504e-05 1.76128380618867e-05 Z-0.01 chronic
0.01 H3N2 6-NA S 2.88765337259748e-05 1.73490767426612e-05 Z-0.01 chronic
0.01 H3N2 6-NA Stop 0 0 Z-0.01 chronic
0.01 H3N2 7-M1 NS -7.82173783027604e-07 1.01666261133646e-06 Z-0.01 chronic
0.01 H3N2 7-M1 S -8.24685281235488e-06 2.74058216562006e-06 Z-0.01 chronic
0.01 H3N2 7-M1 Stop 0 0 Z-0.01 chronic
0.01 H3N2 7-M2 NS 0 0 Z-0.01 chronic
0.01 H3N2 7-M2 S 0 0 Z-0.01 chronic
0.01 H3N2 7-M2 Stop 0 0 Z-0.01 chronic
0.01 H3N2 8-NEP NS 1.2371728234349e-05 1.05841958112248e-05 Z-0.01 chronic
0.01 H3N2 8-NEP S -9.41951341341305e-07 8.37476955445507e-07 Z-0.01 chronic
0.01 H3N2 8-NEP Stop 0 0 Z-0.01 chronic
0.01 H3N2 8-NS1 NS 7.59612411494988e-06 6.53431796837489e-06 Z-0.01 chronic
0.01 H3N2 8-NS1 S 2.51554863233283e-05 2.05128166456098e-05 Z-0.01 chronic
0.01 H3N2 8-NS1 Stop 0 0 Z-0.01 chronic
0.02 H3N2 1-PB2 NS 4.40641062516228e-07 3.18597796696851e-06 W-0.02 chronic
0.02 H3N2 1-PB2 S 1.78976438064389e-05 6.93054465278624e-06 W-0.02 chronic
0.02 H3N2 1-PB2 Stop 0 0 W-0.02 chronic
0.02 H3N2 2-PB1 NS 1.34834602715409e-07 1.22772117461363e-07 W-0.02 chronic
0.02 H3N2 2-PB1 S 3.8322297343961e-06 5.74928555735483e-06 W-0.02 chronic
0.02 H3N2 2-PB1 Stop 0 0 W-0.02 chronic
0.02 H3N2 3-PA NS 2.3273495926072e-06 1.45467970593242e-06 W-0.02 chronic
0.02 H3N2 3-PA S 3.00074553609348e-06 1.06667723222051e-05 W-0.02 chronic
0.02 H3N2 3-PA Stop -9.91311002864433e-08 3.23072093503421e-06 W-0.02 chronic
0.02 H3N2 4-HA NS 1.82439158173023e-05 3.83498242800364e-06 W-0.02 chronic
0.02 H3N2 4-HA S 5.67219090786749e-07 5.70374029138329e-07 W-0.02 chronic
0.02 H3N2 4-HA Stop 0 0 W-0.02 chronic
0.02 H3N2 5-NP NS 1.02746033694594e-05 2.26030498557743e-06 W-0.02 chronic
0.02 H3N2 5-NP S 2.75566805272497e-05 1.00714279855085e-05 W-0.02 chronic
0.02 H3N2 5-NP Stop 0 0 W-0.02 chronic
0.02 H3N2 6-NA NS 1.88374953024202e-05 7.61047097131106e-06 W-0.02 chronic
0.02 H3N2 6-NA S -3.60836667939446e-07 5.01720637977422e-06 W-0.02 chronic
0.02 H3N2 6-NA Stop 8.26212872834773e-06 3.21251893447102e-06 W-0.02 chronic
0.02 H3N2 7-M1 NS -1.05199342523062e-07 4.75397251716518e-07 W-0.02 chronic
0.02 H3N2 7-M1 S -1.15453762931706e-06 1.99547445666671e-06 W-0.02 chronic
0.02 H3N2 7-M1 Stop 0 0 W-0.02 chronic
0.02 H3N2 7-M2 NS 0 0 W-0.02 chronic
0.02 H3N2 7-M2 S -1.01634148609148e-06 3.31229624887816e-05 W-0.02 chronic
0.02 H3N2 7-M2 Stop 0 0 W-0.02 chronic
0.02 H3N2 8-NEP NS -8.81876686347532e-08 8.01315431753862e-08 W-0.02 chronic
0.02 H3N2 8-NEP S 0 0 W-0.02 chronic
0.02 H3N2 8-NEP Stop 0 0 W-0.02 chronic
0.02 H3N2 8-NS1 NS -7.04684991699688e-08 5.25132395644658e-08 W-0.02 chronic
0.02 H3N2 8-NS1 S -7.8856813312036e-07 6.03758752744246e-07 W-0.02 chronic
0.02 H3N2 8-NS1 Stop 0 0 W-0.02 chronic
0.02 H3N2 1-PB2 NS -1.16084642428311e-07 5.01943013322887e-07 X-0.02 chronic
0.02 H3N2 1-PB2 S 2.03409922592574e-05 7.73731379203379e-06 X-0.02 chronic
0.02 H3N2 1-PB2 Stop 0 0 X-0.02 chronic
0.02 H3N2 2-PB1 NS 6.21834298241609e-07 8.20644265956221e-07 X-0.02 chronic
0.02 H3N2 2-PB1 S 1.21699933072569e-06 4.47345037222057e-06 X-0.02 chronic
0.02 H3N2 2-PB1 Stop 5.32488223134811e-06 1.63074518335036e-06 X-0.02 chronic
0.02 H3N2 3-PA NS 4.27149127413067e-07 2.60509950375736e-07 X-0.02 chronic
0.02 H3N2 3-PA S -1.18757983407218e-06 2.98382515931724e-06 X-0.02 chronic
0.02 H3N2 3-PA Stop 0 0 X-0.02 chronic
0.02 H3N2 4-HA NS 2.17544507194924e-05 5.90455936934511e-06 X-0.02 chronic
0.02 H3N2 4-HA S 9.93837874138953e-07 7.0196843748536e-07 X-0.02 chronic
0.02 H3N2 4-HA Stop 0 0 X-0.02 chronic
0.02 H3N2 5-NP NS -3.15519686450546e-07 6.99500816741946e-07 X-0.02 chronic
0.02 H3N2 5-NP S 3.52767692417788e-05 1.0858997718745e-05 X-0.02 chronic
0.02 H3N2 5-NP Stop 0 0 X-0.02 chronic
0.02 H3N2 6-NA NS 1.48047906347734e-05 5.10652221068179e-06 X-0.02 chronic
0.02 H3N2 6-NA S 4.1754818168176e-05 1.59290860634002e-05 X-0.02 chronic
0.02 H3N2 6-NA Stop 0 0 X-0.02 chronic
0.02 H3N2 7-M1 NS 2.35685421967393e-05 7.15002436972916e-06 X-0.02 chronic
0.02 H3N2 7-M1 S -4.04256050212702e-06 1.05733579054662e-05 X-0.02 chronic
0.02 H3N2 7-M1 Stop 0 0 X-0.02 chronic
0.02 H3N2 7-M2 NS 0 0 X-0.02 chronic
0.02 H3N2 7-M2 S -1.15786800046578e-06 2.27708927729623e-06 X-0.02 chronic
0.02 H3N2 7-M2 Stop 0 0 X-0.02 chronic
0.02 H3N2 8-NEP NS 7.56302957905803e-05 7.96293365495911e-06 X-0.02 chronic
0.02 H3N2 8-NEP S 0 0 X-0.02 chronic
0.02 H3N2 8-NEP Stop 0 0 X-0.02 chronic
0.02 H3N2 8-NS1 NS 4.75687440353808e-05 5.00025148430059e-06 X-0.02 chronic
0.02 H3N2 8-NS1 S 5.07683755562085e-07 2.70551387380114e-06 X-0.02 chronic
0.02 H3N2 8-NS1 Stop 0 0 X-0.02 chronic
0.02 H3N2 1-PB2 NS 1.69194608800496e-06 1.13684459660421e-06 Y-0.02 chronic
0.02 H3N2 1-PB2 S -4.93500666989072e-07 5.19028010648e-06 Y-0.02 chronic
0.02 H3N2 1-PB2 Stop 0 0 Y-0.02 chronic
0.02 H3N2 2-PB1 NS 4.50091818833514e-06 2.8370369907755e-06 Y-0.02 chronic
0.02 H3N2 2-PB1 S 8.15697478613781e-06 6.06106330500924e-06 Y-0.02 chronic
0.02 H3N2 2-PB1 Stop 0 0 Y-0.02 chronic
0.02 H3N2 3-PA NS 4.3498608663686e-06 3.35095783308405e-06 Y-0.02 chronic
0.02 H3N2 3-PA S 3.53487235986024e-05 9.42307753348339e-06 Y-0.02 chronic
0.02 H3N2 3-PA Stop 9.00332842001326e-06 5.18048141034854e-06 Y-0.02 chronic
0.02 H3N2 4-HA NS -2.26951992408927e-06 4.05439173845661e-06 Y-0.02 chronic
0.02 H3N2 4-HA S 3.19113931833043e-05 1.06405792701291e-05 Y-0.02 chronic
0.02 H3N2 4-HA Stop 5.15555444576404e-06 2.9664866947374e-06 Y-0.02 chronic
0.02 H3N2 5-NP NS 5.51439073515151e-08 9.03142086141919e-07 Y-0.02 chronic
0.02 H3N2 5-NP S 2.05636459522608e-05 1.26626242085987e-05 Y-0.02 chronic
0.02 H3N2 5-NP Stop 0 0 Y-0.02 chronic
0.02 H3N2 6-NA NS 3.18626190465564e-05 9.30975587760073e-06 Y-0.02 chronic
0.02 H3N2 6-NA S 3.96042794487316e-06 3.70904886615032e-06 Y-0.02 chronic
0.02 H3N2 6-NA Stop 0 0 Y-0.02 chronic
0.02 H3N2 7-M1 NS 6.62074077237327e-06 3.30203125275193e-06 Y-0.02 chronic
0.02 H3N2 7-M1 S 3.79529508108146e-06 2.01934065803143e-06 Y-0.02 chronic
0.02 H3N2 7-M1 Stop 0 0 Y-0.02 chronic
0.02 H3N2 7-M2 NS 0 0 Y-0.02 chronic
0.02 H3N2 7-M2 S 0 0 Y-0.02 chronic
0.02 H3N2 7-M2 Stop 0 0 Y-0.02 chronic
0.02 H3N2 8-NEP NS 3.01498109432208e-06 2.36422690454677e-05 Y-0.02 chronic
0.02 H3N2 8-NEP S 2.72440469828433e-08 3.50972697531766e-06 Y-0.02 chronic
0.02 H3N2 8-NEP Stop 0 0 Y-0.02 chronic
0.02 H3N2 8-NS1 NS 2.05361063129544e-06 1.483177649605e-05 Y-0.02 chronic
0.02 H3N2 8-NS1 S 6.70374991574735e-08 1.52128902797176e-06 Y-0.02 chronic
0.02 H3N2 8-NS1 Stop 0 0 Y-0.02 chronic
0.02 H3N2 1-PB2 NS -6.06956851392833e-07 9.15682824452324e-07 Z-0.02 chronic
0.02 H3N2 1-PB2 S 2.91352278265757e-05 7.22196971209978e-06 Z-0.02 chronic
0.02 H3N2 1-PB2 Stop 0 0 Z-0.02 chronic
0.02 H3N2 2-PB1 NS 2.49255097897285e-06 1.97567030480743e-06 Z-0.02 chronic
0.02 H3N2 2-PB1 S 2.08007089602167e-05 1.11130576575444e-05 Z-0.02 chronic
0.02 H3N2 2-PB1 Stop 0 0 Z-0.02 chronic
0.02 H3N2 3-PA NS 4.03049709639262e-05 4.94087754255293e-06 Z-0.02 chronic
0.02 H3N2 3-PA S 4.84591221042974e-06 3.9210068150717e-06 Z-0.02 chronic
0.02 H3N2 3-PA Stop 0 0 Z-0.02 chronic
0.02 H3N2 4-HA NS 2.25647784862357e-05 6.6405639649574e-06 Z-0.02 chronic
0.02 H3N2 4-HA S 6.90883058872027e-05 2.19435896915911e-05 Z-0.02 chronic
0.02 H3N2 4-HA Stop 0 0 Z-0.02 chronic
0.02 H3N2 5-NP NS 1.27780226585321e-05 4.06158484773298e-06 Z-0.02 chronic
0.02 H3N2 5-NP S -4.71909048468252e-06 7.45542277096949e-06 Z-0.02 chronic
0.02 H3N2 5-NP Stop 0 0 Z-0.02 chronic
0.02 H3N2 6-NA NS 4.43507871293472e-05 1.77042940913357e-05 Z-0.02 chronic
0.02 H3N2 6-NA S 3.09100645541305e-05 1.7100426329477e-05 Z-0.02 chronic
0.02 H3N2 6-NA Stop 0 0 Z-0.02 chronic
0.02 H3N2 7-M1 NS -4.92742210755042e-07 5.78561362702208e-07 Z-0.02 chronic
0.02 H3N2 7-M1 S -5.84795776146404e-06 3.36779865852199e-06 Z-0.02 chronic
0.02 H3N2 7-M1 Stop 0 0 Z-0.02 chronic
0.02 H3N2 7-M2 NS 0 0 Z-0.02 chronic
0.02 H3N2 7-M2 S 0 0 Z-0.02 chronic
0.02 H3N2 7-M2 Stop 0 0 Z-0.02 chronic
0.02 H3N2 8-NEP NS 1.33128730197179e-05 1.08894095736445e-05 Z-0.02 chronic
0.02 H3N2 8-NEP S 0 0 Z-0.02 chronic
0.02 H3N2 8-NEP Stop 0 0 Z-0.02 chronic
0.02 H3N2 8-NS1 NS 7.27438734658751e-06 6.55103594709568e-06 Z-0.02 chronic
0.02 H3N2 8-NS1 S 2.33857969692206e-05 2.07233898509206e-05 Z-0.02 chronic
0.02 H3N2 8-NS1 Stop 0 0 Z-0.02 chronic
0.005 H3N2 1-PB2 NS -1.62362253592583e-07 9.86748714885958e-07 chronic-0.005 chronic
0.005 H3N2 1-PB2 S 1.77361739115774e-05 3.54628509076636e-06 chronic-0.005 chronic
0.005 H3N2 1-PB2 Stop -3.27821237653289e-07 5.88363664551228e-07 chronic-0.005 chronic
0.005 H3N2 2-PB1 NS 1.15582415905377e-06 7.76154698574288e-07 chronic-0.005 chronic
0.005 H3N2 2-PB1 S 9.34598905228258e-06 4.10614152176868e-06 chronic-0.005 chronic
0.005 H3N2 2-PB1 Stop 1.05954637243723e-06 7.9140424101414e-07 chronic-0.005 chronic
0.005 H3N2 3-PA NS 1.23962478772664e-05 5.54406236974925e-06 chronic-0.005 chronic
0.005 H3N2 3-PA S 5.97990636322744e-06 5.0747146741917e-06 chronic-0.005 chronic
0.005 H3N2 3-PA Stop 2.54087359953976e-08 1.55694122089937e-06 chronic-0.005 chronic
0.005 H3N2 4-HA NS 1.60065814957701e-05 3.6591177899658e-06 chronic-0.005 chronic
0.005 H3N2 4-HA S 2.76016804666621e-05 1.1218279055488e-05 chronic-0.005 chronic
0.005 H3N2 4-HA Stop 1.1803113771912e-06 1.22442155362044e-06 chronic-0.005 chronic
0.005 H3N2 5-NP NS 6.12599715308595e-06 1.85507871347927e-06 chronic-0.005 chronic
0.005 H3N2 5-NP S 1.99278292504982e-05 8.72882154187937e-06 chronic-0.005 chronic
0.005 H3N2 5-NP Stop -2.56147789039093e-07 7.83567765012828e-07 chronic-0.005 chronic
0.005 H3N2 6-NA NS 3.30062560315236e-05 9.7017816308801e-06 chronic-0.005 chronic
0.005 H3N2 6-NA S 1.67769276257748e-05 7.47165679040244e-06 chronic-0.005 chronic
0.005 H3N2 6-NA Stop 3.94866288620414e-06 1.9390547615792e-06 chronic-0.005 chronic
0.005 H3N2 7-M1 NS 6.98138804814666e-06 2.87058227756014e-06 chronic-0.005 chronic
0.005 H3N2 7-M1 S -3.07117479366181e-06 3.32803373084459e-06 chronic-0.005 chronic
0.005 H3N2 7-M1 Stop 1.70343031357182e-06 6.69003742803203e-07 chronic-0.005 chronic
0.005 H3N2 7-M2 NS 2.89866657781184e-08 2.54886676090181e-07 chronic-0.005 chronic
0.005 H3N2 7-M2 S -2.15628289115581e-06 9.09444519370205e-06 chronic-0.005 chronic
0.005 H3N2 7-M2 Stop -7.97956806989252e-07 1.04993896878915e-06 chronic-0.005 chronic
0.005 H3N2 8-NEP NS 1.93872826312672e-05 1.00015116363373e-05 chronic-0.005 chronic
0.005 H3N2 8-NEP S -2.93906973289776e-06 2.45588931720422e-06 chronic-0.005 chronic
0.005 H3N2 8-NEP Stop 0 0 chronic-0.005 chronic
0.005 H3N2 8-NS1 NS 1.10768361002206e-05 6.79987855587248e-06 chronic-0.005 chronic
0.005 H3N2 8-NS1 S 5.60371745895307e-06 5.11996036712709e-06 chronic-0.005 chronic
0.005 H3N2 8-NS1 Stop 1.45923837092427e-06 1.21847704836946e-06 chronic-0.005 chronic
0.01 H3N2 1-PB2 NS -1.16653912690716e-07 9.94496646718262e-07 chronic-0.01 chronic
0.01 H3N2 1-PB2 S 1.75623222221801e-05 3.53545179927647e-06 chronic-0.01 chronic
0.01 H3N2 1-PB2 Stop -4.20297501950128e-08 3.73472656677435e-07 chronic-0.01 chronic
0.01 H3N2 2-PB1 NS 1.30495582207907e-06 7.75394755637622e-07 chronic-0.01 chronic
0.01 H3N2 2-PB1 S 9.34157174714181e-06 4.04455450401804e-06 chronic-0.01 chronic
0.01 H3N2 2-PB1 Stop 9.90478465484635e-07 7.83582869781568e-07 chronic-0.01 chronic
0.01 H3N2 3-PA NS 1.28158165027132e-05 5.55268838997483e-06 chronic-0.01 chronic
0.01 H3N2 3-PA S 6.18795146261902e-06 5.17928517516684e-06 chronic-0.01 chronic
0.01 H3N2 3-PA Stop 8.56151507522073e-07 1.46957751282896e-06 chronic-0.01 chronic
0.01 H3N2 4-HA NS 1.60491082009159e-05 3.63022018530834e-06 chronic-0.01 chronic
0.01 H3N2 4-HA S 2.71194051216614e-05 1.11300275111153e-05 chronic-0.01 chronic
0.01 H3N2 4-HA Stop 1.43920045752529e-06 1.20174521204966e-06 chronic-0.01 chronic
0.01 H3N2 5-NP NS 6.41687871131186e-06 1.85064927314733e-06 chronic-0.01 chronic
0.01 H3N2 5-NP S 2.04461796393548e-05 8.61333258078675e-06 chronic-0.01 chronic
0.01 H3N2 5-NP Stop 2.05407958962939e-07 7.47683957612299e-07 chronic-0.01 chronic
0.01 H3N2 6-NA NS 3.33508758951501e-05 9.72105967658825e-06 chronic-0.01 chronic
0.01 H3N2 6-NA S 1.66231462766157e-05 7.41482963695478e-06 chronic-0.01 chronic
0.01 H3N2 6-NA Stop 3.47074578511148e-06 1.80047858452372e-06 chronic-0.01 chronic
0.01 H3N2 7-M1 NS 7.02172329973582e-06 2.87035484342891e-06 chronic-0.01 chronic
0.01 H3N2 7-M1 S -3.04740205997809e-06 3.27925643699456e-06 chronic-0.01 chronic
0.01 H3N2 7-M1 Stop 0 0 chronic-0.01 chronic
0.01 H3N2 7-M2 NS 7.16133809663655e-08 8.83382974094906e-08 chronic-0.01 chronic
0.01 H3N2 7-M2 S -2.3496419327633e-06 9.10363023916691e-06 chronic-0.01 chronic
0.01 H3N2 7-M2 Stop 0 0 chronic-0.01 chronic
0.01 H3N2 8-NEP NS 1.9590926603285e-05 1.00207811264727e-05 chronic-0.01 chronic
0.01 H3N2 8-NEP S -8.31329875689636e-07 1.04268985609404e-06 chronic-0.01 chronic
0.01 H3N2 8-NEP Stop 0 0 chronic-0.01 chronic
0.01 H3N2 8-NS1 NS 1.18482986329234e-05 6.7315214563583e-06 chronic-0.01 chronic
0.01 H3N2 8-NS1 S 7.31871727664972e-06 4.73705745947927e-06 chronic-0.01 chronic
0.01 H3N2 8-NS1 Stop 1.45923837092427e-06 1.21847704836946e-06 chronic-0.01 chronic
0.02 H3N2 1-PB2 NS 2.26669531120221e-07 9.79313399927169e-07 chronic-0.02 chronic
0.02 H3N2 1-PB2 S 1.72245818670982e-05 3.5204047421945e-06 chronic-0.02 chronic
0.02 H3N2 1-PB2 Stop 0 0 chronic-0.02 chronic
0.02 H3N2 2-PB1 NS 1.51217526033507e-06 7.56850100540929e-07 chronic-0.02 chronic
0.02 H3N2 2-PB1 S 9.147517031163e-06 3.99973343113276e-06 chronic-0.02 chronic
0.02 H3N2 2-PB1 Stop 1.33958665413804e-06 6.55725320875867e-07 chronic-0.02 chronic
0.02 H3N2 3-PA NS 1.29606388017324e-05 5.56047330827956e-06 chronic-0.02 chronic
0.02 H3N2 3-PA S 6.48316110000863e-06 5.24145823351134e-06 chronic-0.02 chronic
0.02 H3N2 3-PA Stop 1.29605037159741e-06 1.44421452401944e-06 chronic-0.02 chronic
0.02 H3N2 4-HA NS 1.62232594163033e-05 3.64537117415587e-06 chronic-0.02 chronic
0.02 H3N2 4-HA S 2.65895130340561e-05 1.1018408509482e-05 chronic-0.02 chronic
0.02 H3N2 4-HA Stop 7.99597458014812e-07 6.67671005600337e-07 chronic-0.02 chronic
0.02 H3N2 5-NP NS 6.83662597603143e-06 1.79595885272093e-06 chronic-0.02 chronic
0.02 H3N2 5-NP S 2.09768133004569e-05 6.20555188031143e-06 chronic-0.02 chronic
0.02 H3N2 5-NP Stop 0 0 chronic-0.02 chronic
0.02 H3N2 6-NA NS 3.31971894404143e-05 9.67650948160287e-06 chronic-0.02 chronic
0.02 H3N2 6-NA S 1.70516915728168e-05 7.40897245462501e-06 chronic-0.02 chronic
0.02 H3N2 6-NA Stop 2.80896934924162e-06 1.23371374280148e-06 chronic-0.02 chronic
0.02 H3N2 7-M1 NS 6.83339145367441e-06 2.90202724109393e-06 chronic-0.02 chronic
0.02 H3N2 7-M1 S -2.67569562570881e-06 3.11622091470144e-06 chronic-0.02 chronic
0.02 H3N2 7-M1 Stop 0 0 chronic-0.02 chronic
0.02 H3N2 7-M2 NS 0 0 chronic-0.02 chronic
0.02 H3N2 7-M2 S -1.45810906147396e-06 9.13344068092986e-06 chronic-0.02 chronic
0.02 H3N2 7-M2 Stop 0 0 chronic-0.02 chronic
0.02 H3N2 8-NEP NS 1.99435070086866e-05 1.00122190873786e-05 chronic-0.02 chronic
0.02 H3N2 8-NEP S -6.89124041250155e-08 6.12349550667862e-07 chronic-0.02 chronic
0.02 H3N2 8-NEP Stop 0 0 chronic-0.02 chronic
0.02 H3N2 8-NS1 NS 1.19667228595655e-05 6.68040918817629e-06 chronic-0.02 chronic
0.02 H3N2 8-NS1 S 5.30662406982028e-06 4.63451713302441e-06 chronic-0.02 chronic
0.02 H3N2 8-NS1 Stop 0 0 chronic-0.02 chronic
global H3N2 4-HA NS 5.04815771522153e-06 8.14780285495963e-08 global global
global H3N2 4-HA S 1.40747149358748e-05 2.7353842920845e-07 global global
global H3N2 4-HA-antigenic-Wolf NS 1.54269108711652e-05 2.80007439328469e-07 global global
global H3N2 4-HA-antigenic-Wolf S 4.95403706402353e-06 5.56842734820586e-07 global global
global H3N2 4-HA-nonantigenic-Wolf NS 2.00415562633235e-06 5.83856499745184e-08 global global
global H3N2 4-HA-nonantigenic-Wolf S 1.67609419803242e-05 2.72986729636153e-07 global global
global H3N2 6-NA NS 3.40656806508559e-06 9.35406157884887e-08 global global
global H3N2 6-NA S 1.18335617503869e-05 3.19246655133807e-07 global global
global H3N2 6-NA-nonsurface-Bhatt NS -3.18310004327674e-07 6.48782295512155e-08 global global
global H3N2 6-NA-nonsurface-Bhatt S 1.86489836371605e-05 5.05154887972668e-07 global global
global H3N2 6-NA-surface-Bhatt NS 7.60848641828851e-06 1.61334963781056e-07 global global
global H3N2 6-NA-surface-Bhatt S 3.73622252293309e-06 3.34717085135327e-07 global global
global H3N2 8-NS1 NS 2.83305395216793e-06 1.09735903885436e-07 global global
global H3N2 8-NS1 S 7.64802482249705e-06 2.68688279492538e-07 global global
global H3N2 1-PB2 NS 7.56388989660024e-07 1.60742449916303e-08 global global
global H3N2 1-PB2 S 1.42550107862005e-05 1.58839283048913e-07 global global
global H3N2 2-PB1 NS 5.23780329173051e-07 1.22984021180078e-08 global global
global H3N2 2-PB1 S 1.59127834549496e-05 1.15357742149699e-07 global global
global H3N2 3-PA NS 9.20050868546321e-07 1.78193004166589e-08 global global
global H3N2 3-PA S 1.14503138034224e-05 9.37732323940391e-08 global global
global H3N2 5-NP NS 6.97179289912878e-07 1.79523995367149e-08 global global
global H3N2 5-NP S 1.19519248315165e-05 1.51637973247167e-07 global global
global H3N2 7-M1 NS 1.83975537095334e-07 1.57104910182813e-08 global global
global H3N2 7-M1 S 1.35634400558761e-05 1.40187733554871e-07 global global
